Date,SharePrice,ExDiv,DivPay,DivPeriod,FwdDiv,FwdDivYield,Price/Div_Fwd
2000-02-03,18.0,,0.0,4,0.0,0.0,inf
2000-02-04,18.44,,0.0,4,0.0,0.0,inf
2000-02-07,18.5,,0.0,4,0.0,0.0,inf
2000-02-08,18.56,,0.0,4,0.0,0.0,inf
2000-02-09,18.38,,0.0,4,0.0,0.0,inf
2000-02-10,17.88,,0.0,4,0.0,0.0,inf
2000-02-11,17.94,,0.0,4,0.0,0.0,inf
2000-02-14,18.0,,0.0,4,0.0,0.0,inf
2000-02-15,17.88,,0.0,4,0.0,0.0,inf
2000-02-16,18.5,,0.0,4,0.0,0.0,inf
2000-02-17,18.38,,0.0,4,0.0,0.0,inf
2000-02-18,18.5,,0.0,4,0.0,0.0,inf
2000-02-22,18.56,,0.0,4,0.0,0.0,inf
2000-02-23,18.81,,0.0,4,0.0,0.0,inf
2000-02-24,19.0,,0.0,4,0.0,0.0,inf
2000-02-25,19.25,,0.0,4,0.0,0.0,inf
2000-02-28,20.13,,0.0,4,0.0,0.0,inf
2000-02-29,21.88,,0.0,4,0.0,0.0,inf
2000-03-01,21.75,,0.0,4,0.0,0.0,inf
2000-03-02,22.06,,0.0,4,0.0,0.0,inf
2000-03-03,22.13,,0.0,4,0.0,0.0,inf
2000-03-06,22.06,,0.0,4,0.0,0.0,inf
2000-03-07,22.0,,0.0,4,0.0,0.0,inf
2000-03-08,22.0,,0.0,4,0.0,0.0,inf
2000-03-09,22.0,,0.0,4,0.0,0.0,inf
2000-03-10,22.13,,0.0,4,0.0,0.0,inf
2000-03-13,22.88,,0.0,4,0.0,0.0,inf
2000-03-14,22.88,,0.0,4,0.0,0.0,inf
2000-03-15,24.13,,0.0,4,0.0,0.0,inf
2000-03-16,24.38,,0.0,4,0.0,0.0,inf
2000-03-17,24.75,,0.0,4,0.0,0.0,inf
2000-03-20,24.0,,0.0,4,0.0,0.0,inf
2000-03-21,24.0,,0.0,4,0.0,0.0,inf
2000-03-22,22.63,,0.0,4,0.0,0.0,inf
2000-03-23,22.5,,0.0,4,0.0,0.0,inf
2000-03-24,22.44,,0.0,4,0.0,0.0,inf
2000-03-27,22.06,,0.0,4,0.0,0.0,inf
2000-03-28,20.0,,0.0,4,0.0,0.0,inf
2000-03-29,19.75,,0.0,4,0.0,0.0,inf
2000-03-30,20.44,,0.0,4,0.0,0.0,inf
2000-03-31,20.25,,0.0,4,0.0,0.0,inf
2000-04-03,20.63,,0.0,4,0.0,0.0,inf
2000-04-04,20.75,,0.0,4,0.0,0.0,inf
2000-04-05,21.44,,0.0,4,0.0,0.0,inf
2000-04-06,22.38,,0.0,4,0.0,0.0,inf
2000-04-07,24.25,,0.0,4,0.0,0.0,inf
2000-04-10,24.0,,0.0,4,0.0,0.0,inf
2000-04-11,24.06,,0.0,4,0.0,0.0,inf
2000-04-12,23.88,,0.0,4,0.0,0.0,inf
2000-04-13,23.38,,0.0,4,0.0,0.0,inf
2000-04-14,23.0,,0.0,4,0.0,0.0,inf
2000-04-17,22.44,,0.0,4,0.0,0.0,inf
2000-04-18,21.94,,0.0,4,0.0,0.0,inf
2000-04-19,21.0,,0.0,4,0.0,0.0,inf
2000-04-20,21.13,,0.0,4,0.0,0.0,inf
2000-04-24,21.63,,0.0,4,0.0,0.0,inf
2000-04-25,24.0,,0.0,4,0.0,0.0,inf
2000-04-26,24.13,,0.0,4,0.0,0.0,inf
2000-04-27,24.31,,0.0,4,0.0,0.0,inf
2000-04-28,26.0,,0.0,4,0.0,0.0,inf
2000-05-01,24.0,,0.0,4,0.0,0.0,inf
2000-05-02,23.81,,0.0,4,0.0,0.0,inf
2000-05-03,24.25,,0.0,4,0.0,0.0,inf
2000-05-04,23.63,,0.0,4,0.0,0.0,inf
2000-05-05,23.69,,0.0,4,0.0,0.0,inf
2000-05-08,24.0,,0.0,4,0.0,0.0,inf
2000-05-09,24.38,,0.0,4,0.0,0.0,inf
2000-05-10,25.06,,0.0,4,0.0,0.0,inf
2000-05-11,25.25,,0.0,4,0.0,0.0,inf
2000-05-12,25.75,,0.0,4,0.0,0.0,inf
2000-05-15,25.75,,0.0,4,0.0,0.0,inf
2000-05-16,26.25,,0.0,4,0.0,0.0,inf
2000-05-17,26.38,,0.0,4,0.0,0.0,inf
2000-05-18,26.19,,0.0,4,0.0,0.0,inf
2000-05-19,26.13,,0.0,4,0.0,0.0,inf
2000-05-22,25.81,,0.0,4,0.0,0.0,inf
2000-05-23,23.75,,0.0,4,0.0,0.0,inf
2000-05-24,23.25,,0.0,4,0.0,0.0,inf
2000-05-25,23.38,,0.0,4,0.0,0.0,inf
2000-05-26,23.25,,0.0,4,0.0,0.0,inf
2000-05-30,23.25,,0.0,4,0.0,0.0,inf
2000-05-31,24.06,,0.0,4,0.0,0.0,inf
2000-06-01,24.38,,0.0,4,0.0,0.0,inf
2000-06-02,25.75,,0.0,4,0.0,0.0,inf
2000-06-05,26.88,,0.0,4,0.0,0.0,inf
2000-06-06,26.44,,0.0,4,0.0,0.0,inf
2000-06-07,25.94,,0.0,4,0.0,0.0,inf
2000-06-08,25.44,,0.0,4,0.0,0.0,inf
2000-06-09,25.44,,0.0,4,0.0,0.0,inf
2000-06-12,25.25,,0.0,4,0.0,0.0,inf
2000-06-13,26.0,,0.0,4,0.0,0.0,inf
2000-06-14,26.81,,0.0,4,0.0,0.0,inf
2000-06-15,27.5,,0.0,4,0.0,0.0,inf
2000-06-16,29.0,,0.0,4,0.0,0.0,inf
2000-06-19,28.81,,0.0,4,0.0,0.0,inf
2000-06-20,28.44,,0.0,4,0.0,0.0,inf
2000-06-21,29.25,,0.0,4,0.0,0.0,inf
2000-06-22,30.88,,0.0,4,0.0,0.0,inf
2000-06-23,30.19,,0.0,4,0.0,0.0,inf
2000-06-26,31.0,,0.0,4,0.0,0.0,inf
2000-06-27,32.38,,0.0,4,0.0,0.0,inf
2000-06-28,35.0,,0.0,4,0.0,0.0,inf
2000-06-29,32.63,,0.0,4,0.0,0.0,inf
2000-06-30,29.0,,0.0,4,0.0,0.0,inf
2000-07-03,29.25,,0.0,4,0.0,0.0,inf
2000-07-05,29.38,,0.0,4,0.0,0.0,inf
2000-07-06,28.88,,0.0,4,0.0,0.0,inf
2000-07-07,29.75,,0.0,4,0.0,0.0,inf
2000-07-10,32.0,,0.0,4,0.0,0.0,inf
2000-07-11,33.38,,0.0,4,0.0,0.0,inf
2000-07-12,34.25,,0.0,4,0.0,0.0,inf
2000-07-13,33.69,,0.0,4,0.0,0.0,inf
2000-07-14,33.88,,0.0,4,0.0,0.0,inf
2000-07-17,33.06,,0.0,4,0.0,0.0,inf
2000-07-18,32.31,,0.0,4,0.0,0.0,inf
2000-07-19,32.13,,0.0,4,0.0,0.0,inf
2000-07-20,32.56,,0.0,4,0.0,0.0,inf
2000-07-21,33.81,,0.0,4,0.0,0.0,inf
2000-07-24,34.06,,0.0,4,0.0,0.0,inf
2000-07-25,33.75,,0.0,4,0.0,0.0,inf
2000-07-26,34.06,,0.0,4,0.0,0.0,inf
2000-07-27,34.06,,0.0,4,0.0,0.0,inf
2000-07-28,34.0,,0.0,4,0.0,0.0,inf
2000-07-31,33.75,,0.0,4,0.0,0.0,inf
2000-08-01,33.63,,0.0,4,0.0,0.0,inf
2000-08-02,33.56,,0.0,4,0.0,0.0,inf
2000-08-03,33.63,,0.0,4,0.0,0.0,inf
2000-08-04,33.75,,0.0,4,0.0,0.0,inf
2000-08-07,32.38,,0.0,4,0.0,0.0,inf
2000-08-08,32.88,,0.0,4,0.0,0.0,inf
2000-08-09,33.88,,0.0,4,0.0,0.0,inf
2000-08-10,33.63,,0.0,4,0.0,0.0,inf
2000-08-11,33.31,,0.0,4,0.0,0.0,inf
2000-08-14,33.5,,0.0,4,0.0,0.0,inf
2000-08-15,33.38,,0.0,4,0.0,0.0,inf
2000-08-16,33.69,,0.0,4,0.0,0.0,inf
2000-08-17,34.75,,0.0,4,0.0,0.0,inf
2000-08-18,34.63,,0.0,4,0.0,0.0,inf
2000-08-21,34.88,,0.0,4,0.0,0.0,inf
2000-08-22,35.38,,0.0,4,0.0,0.0,inf
2000-08-23,34.75,,0.0,4,0.0,0.0,inf
2000-08-24,35.0,,0.0,4,0.0,0.0,inf
2000-08-25,35.31,,0.0,4,0.0,0.0,inf
2000-08-28,35.31,,0.0,4,0.0,0.0,inf
2000-08-29,38.13,,0.0,4,0.0,0.0,inf
2000-08-30,38.0,,0.0,4,0.0,0.0,inf
2000-08-31,41.0,,0.0,4,0.0,0.0,inf
2000-09-01,41.69,,0.0,4,0.0,0.0,inf
2000-09-05,41.5,,0.0,4,0.0,0.0,inf
2000-09-06,40.44,,0.0,4,0.0,0.0,inf
2000-09-07,36.63,,0.0,4,0.0,0.0,inf
2000-09-08,37.0,,0.0,4,0.0,0.0,inf
2000-09-11,38.63,,0.0,4,0.0,0.0,inf
2000-09-12,38.88,,0.0,4,0.0,0.0,inf
2000-09-13,38.94,,0.0,4,0.0,0.0,inf
2000-09-14,38.63,,0.0,4,0.0,0.0,inf
2000-09-15,38.0,,0.0,4,0.0,0.0,inf
2000-09-18,38.0,,0.0,4,0.0,0.0,inf
2000-09-19,38.38,,0.0,4,0.0,0.0,inf
2000-09-20,38.25,,0.0,4,0.0,0.0,inf
2000-09-21,36.5,,0.0,4,0.0,0.0,inf
2000-09-22,34.63,,0.0,4,0.0,0.0,inf
2000-09-25,35.63,,0.0,4,0.0,0.0,inf
2000-09-26,35.31,,0.0,4,0.0,0.0,inf
2000-09-27,34.75,,0.0,4,0.0,0.0,inf
2000-09-28,33.56,,0.0,4,0.0,0.0,inf
2000-09-29,32.0,,0.0,4,0.0,0.0,inf
2000-10-02,33.0,,0.0,4,0.0,0.0,inf
2000-10-03,35.0,,0.0,4,0.0,0.0,inf
2000-10-04,35.13,,0.0,4,0.0,0.0,inf
2000-10-05,36.81,,0.0,4,0.0,0.0,inf
2000-10-06,37.0,,0.0,4,0.0,0.0,inf
2000-10-09,37.38,,0.0,4,0.0,0.0,inf
2000-10-10,37.75,,0.0,4,0.0,0.0,inf
2000-10-11,36.06,,0.0,4,0.0,0.0,inf
2000-10-12,35.88,,0.0,4,0.0,0.0,inf
2000-10-13,38.63,,0.0,4,0.0,0.0,inf
2000-10-16,39.88,,0.0,4,0.0,0.0,inf
2000-10-17,38.75,,0.0,4,0.0,0.0,inf
2000-10-18,41.94,,0.0,4,0.0,0.0,inf
2000-10-19,40.75,,0.0,4,0.0,0.0,inf
2000-10-20,42.06,,0.0,4,0.0,0.0,inf
2000-10-23,41.38,,0.0,4,0.0,0.0,inf
2000-10-24,39.5,,0.0,4,0.0,0.0,inf
2000-10-25,40.5,,0.0,4,0.0,0.0,inf
2000-10-26,40.81,,0.0,4,0.0,0.0,inf
2000-10-27,42.44,,0.0,4,0.0,0.0,inf
2000-10-30,42.5,,0.0,4,0.0,0.0,inf
2000-10-31,42.63,,0.0,4,0.0,0.0,inf
2000-11-01,42.38,,0.0,4,0.0,0.0,inf
2000-11-02,44.25,,0.0,4,0.0,0.0,inf
2000-11-03,43.69,,0.0,4,0.0,0.0,inf
2000-11-06,43.63,,0.0,4,0.0,0.0,inf
2000-11-07,43.69,,0.0,4,0.0,0.0,inf
2000-11-08,43.5,,0.0,4,0.0,0.0,inf
2000-11-09,44.25,,0.0,4,0.0,0.0,inf
2000-11-10,44.13,,0.0,4,0.0,0.0,inf
2000-11-13,42.5,,0.0,4,0.0,0.0,inf
2000-11-14,43.38,,0.0,4,0.0,0.0,inf
2000-11-15,45.13,,0.0,4,0.0,0.0,inf
2000-11-16,46.0,,0.0,4,0.0,0.0,inf
2000-11-17,46.56,,0.0,4,0.0,0.0,inf
2000-11-20,44.88,,0.0,4,0.0,0.0,inf
2000-11-21,41.75,,0.0,4,0.0,0.0,inf
2000-11-22,41.5,,0.0,4,0.0,0.0,inf
2000-11-24,42.5,,0.0,4,0.0,0.0,inf
2000-11-27,43.13,,0.0,4,0.0,0.0,inf
2000-11-28,43.88,,0.0,4,0.0,0.0,inf
2000-11-29,44.0,,0.0,4,0.0,0.0,inf
2000-11-30,43.63,,0.0,4,0.0,0.0,inf
2000-12-01,43.81,,0.0,4,0.0,0.0,inf
2000-12-04,42.75,,0.0,4,0.0,0.0,inf
2000-12-05,44.0,,0.0,4,0.0,0.0,inf
2000-12-06,45.0,,0.0,4,0.0,0.0,inf
2000-12-07,45.44,,0.0,4,0.0,0.0,inf
2000-12-08,47.5,,0.0,4,0.0,0.0,inf
2000-12-11,47.13,,0.0,4,0.0,0.0,inf
2000-12-12,45.0,,0.0,4,0.0,0.0,inf
2000-12-13,44.75,,0.0,4,0.0,0.0,inf
2000-12-14,44.25,,0.0,4,0.0,0.0,inf
2000-12-15,43.19,,0.0,4,0.0,0.0,inf
2000-12-18,45.25,,0.0,4,0.0,0.0,inf
2000-12-19,43.44,,0.0,4,0.0,0.0,inf
2000-12-20,41.75,,0.0,4,0.0,0.0,inf
2000-12-21,40.13,,0.0,4,0.0,0.0,inf
2000-12-22,38.5,,0.0,4,0.0,0.0,inf
2000-12-26,39.31,,0.0,4,0.0,0.0,inf
2000-12-27,41.13,,0.0,4,0.0,0.0,inf
2000-12-28,43.38,,0.0,4,0.0,0.0,inf
2000-12-29,42.0,,0.0,4,0.0,0.0,inf
2001-01-02,40.0,,0.0,4,0.0,0.0,inf
2001-01-03,39.81,,0.0,4,0.0,0.0,inf
2001-01-04,40.69,,0.0,4,0.0,0.0,inf
2001-01-05,35.75,,0.0,4,0.0,0.0,inf
2001-01-08,36.5,,0.0,4,0.0,0.0,inf
2001-01-09,37.0,,0.0,4,0.0,0.0,inf
2001-01-10,38.0,,0.0,4,0.0,0.0,inf
2001-01-11,38.75,,0.0,4,0.0,0.0,inf
2001-01-12,37.25,,0.0,4,0.0,0.0,inf
2001-01-16,38.0,,0.0,4,0.0,0.0,inf
2001-01-17,40.25,,0.0,4,0.0,0.0,inf
2001-01-18,40.38,,0.0,4,0.0,0.0,inf
2001-01-19,41.25,,0.0,4,0.0,0.0,inf
2001-01-22,39.94,,0.0,4,0.0,0.0,inf
2001-01-23,40.38,,0.0,4,0.0,0.0,inf
2001-01-24,39.19,,0.0,4,0.0,0.0,inf
2001-01-25,39.5,,0.0,4,0.0,0.0,inf
2001-01-26,39.56,,0.0,4,0.0,0.0,inf
2001-01-29,41.25,,0.0,4,0.0,0.0,inf
2001-01-30,40.79,,0.0,4,0.0,0.0,inf
2001-01-31,39.92,,0.0,4,0.0,0.0,inf
2001-02-01,41.0,,0.0,4,0.0,0.0,inf
2001-02-02,42.5,,0.0,4,0.0,0.0,inf
2001-02-05,41.0,,0.0,4,0.0,0.0,inf
2001-02-06,41.2,,0.0,4,0.0,0.0,inf
2001-02-07,42.86,,0.0,4,0.0,0.0,inf
2001-02-08,43.0,,0.0,4,0.0,0.0,inf
2001-02-09,42.2,,0.0,4,0.0,0.0,inf
2001-02-12,43.39,,0.0,4,0.0,0.0,inf
2001-02-13,43.6,,0.0,4,0.0,0.0,inf
2001-02-14,43.1,,0.0,4,0.0,0.0,inf
2001-02-15,43.4,,0.0,4,0.0,0.0,inf
2001-02-16,42.1,,0.0,4,0.0,0.0,inf
2001-02-20,39.4,,0.0,4,0.0,0.0,inf
2001-02-21,39.37,,0.0,4,0.0,0.0,inf
2001-02-22,39.01,,0.0,4,0.0,0.0,inf
2001-02-23,39.75,,0.0,4,0.0,0.0,inf
2001-02-26,42.1,,0.0,4,0.0,0.0,inf
2001-02-27,41.0,,0.0,4,0.0,0.0,inf
2001-02-28,39.4,,0.0,4,0.0,0.0,inf
2001-03-01,40.3,,0.0,4,0.0,0.0,inf
2001-03-02,40.51,,0.0,4,0.0,0.0,inf
2001-03-05,39.56,,0.0,4,0.0,0.0,inf
2001-03-06,39.6,,0.0,4,0.0,0.0,inf
2001-03-07,39.9,,0.0,4,0.0,0.0,inf
2001-03-08,39.95,,0.0,4,0.0,0.0,inf
2001-03-09,37.6,,0.0,4,0.0,0.0,inf
2001-03-12,38.03,,0.0,4,0.0,0.0,inf
2001-03-13,38.99,,0.0,4,0.0,0.0,inf
2001-03-14,39.2,,0.0,4,0.0,0.0,inf
2001-03-15,38.74,,0.0,4,0.0,0.0,inf
2001-03-16,38.05,,0.0,4,0.0,0.0,inf
2001-03-19,37.95,,0.0,4,0.0,0.0,inf
2001-03-20,36.19,,0.0,4,0.0,0.0,inf
2001-03-21,35.95,,0.0,4,0.0,0.0,inf
2001-03-22,34.0,,0.0,4,0.0,0.0,inf
2001-03-23,32.6,,0.0,4,0.0,0.0,inf
2001-03-26,33.25,,0.0,4,0.0,0.0,inf
2001-03-27,34.94,,0.0,4,0.0,0.0,inf
2001-03-28,35.5,,0.0,4,0.0,0.0,inf
2001-03-29,36.35,,0.0,4,0.0,0.0,inf
2001-03-30,36.0,,0.0,4,0.0,0.0,inf
2001-04-02,35.5,,0.0,4,0.0,0.0,inf
2001-04-03,34.75,,0.0,4,0.0,0.0,inf
2001-04-04,32.0,,0.0,4,0.0,0.0,inf
2001-04-05,33.54,,0.0,4,0.0,0.0,inf
2001-04-06,33.2,,0.0,4,0.0,0.0,inf
2001-04-09,33.7,,0.0,4,0.0,0.0,inf
2001-04-10,34.8,,0.0,4,0.0,0.0,inf
2001-04-11,36.4,,0.0,4,0.0,0.0,inf
2001-04-12,34.22,,0.0,4,0.0,0.0,inf
2001-04-16,31.82,,0.0,4,0.0,0.0,inf
2001-04-17,33.0,,0.0,4,0.0,0.0,inf
2001-04-18,34.4,,0.0,4,0.0,0.0,inf
2001-04-19,34.1,,0.0,4,0.0,0.0,inf
2001-04-20,32.3,,0.0,4,0.0,0.0,inf
2001-04-23,32.0,,0.0,4,0.0,0.0,inf
2001-04-24,33.4,,0.0,4,0.0,0.0,inf
2001-04-25,33.75,,0.0,4,0.0,0.0,inf
2001-04-26,32.4,,0.0,4,0.0,0.0,inf
2001-04-27,33.5,,0.0,4,0.0,0.0,inf
2001-04-30,33.8,,0.0,4,0.0,0.0,inf
2001-05-01,34.25,,0.0,4,0.0,0.0,inf
2001-05-02,33.87,,0.0,4,0.0,0.0,inf
2001-05-03,33.91,,0.0,4,0.0,0.0,inf
2001-05-04,33.93,,0.0,4,0.0,0.0,inf
2001-05-07,34.43,,0.0,4,0.0,0.0,inf
2001-05-08,34.93,,0.0,4,0.0,0.0,inf
2001-05-09,35.55,,0.0,4,0.0,0.0,inf
2001-05-10,36.0,,0.0,4,0.0,0.0,inf
2001-05-11,36.03,,0.0,4,0.0,0.0,inf
2001-05-14,36.16,,0.0,4,0.0,0.0,inf
2001-05-15,37.2,,0.0,4,0.0,0.0,inf
2001-05-16,36.15,,0.0,4,0.0,0.0,inf
2001-05-17,37.0,,0.0,4,0.0,0.0,inf
2001-05-18,37.02,,0.0,4,0.0,0.0,inf
2001-05-21,37.2,,0.0,4,0.0,0.0,inf
2001-05-22,37.17,,0.0,4,0.0,0.0,inf
2001-05-23,36.35,,0.0,4,0.0,0.0,inf
2001-05-24,35.75,,0.0,4,0.0,0.0,inf
2001-05-25,36.11,,0.0,4,0.0,0.0,inf
2001-05-29,36.75,,0.0,4,0.0,0.0,inf
2001-05-30,36.35,,0.0,4,0.0,0.0,inf
2001-05-31,36.4,,0.0,4,0.0,0.0,inf
2001-06-01,35.47,,0.0,4,0.0,0.0,inf
2001-06-04,35.9,,0.0,4,0.0,0.0,inf
2001-06-05,36.65,,0.0,4,0.0,0.0,inf
2001-06-06,36.4,,0.0,4,0.0,0.0,inf
2001-06-07,35.65,,0.0,4,0.0,0.0,inf
2001-06-08,35.46,,0.0,4,0.0,0.0,inf
2001-06-11,34.75,,0.0,4,0.0,0.0,inf
2001-06-12,34.73,,0.0,4,0.0,0.0,inf
2001-06-13,34.45,,0.0,4,0.0,0.0,inf
2001-06-14,33.55,,0.0,4,0.0,0.0,inf
2001-06-15,32.95,,0.0,4,0.0,0.0,inf
2001-06-18,32.98,,0.0,4,0.0,0.0,inf
2001-06-19,33.1,,0.0,4,0.0,0.0,inf
2001-06-20,33.25,,0.0,4,0.0,0.0,inf
2001-06-21,33.5,,0.0,4,0.0,0.0,inf
2001-06-22,32.98,,0.0,4,0.0,0.0,inf
2001-06-25,33.12,,0.0,4,0.0,0.0,inf
2001-06-26,33.5,,0.0,4,0.0,0.0,inf
2001-06-27,35.41,,0.0,4,0.0,0.0,inf
2001-06-28,36.5,,0.0,4,0.0,0.0,inf
2001-06-29,34.29,,0.0,4,0.0,0.0,inf
2001-07-02,35.81,,0.0,4,0.0,0.0,inf
2001-07-03,34.59,,0.0,4,0.0,0.0,inf
2001-07-05,35.24,,0.0,4,0.0,0.0,inf
2001-07-06,35.1,,0.0,4,0.0,0.0,inf
2001-07-09,34.75,,0.0,4,0.0,0.0,inf
2001-07-10,34.31,,0.0,4,0.0,0.0,inf
2001-07-11,36.1,,0.0,4,0.0,0.0,inf
2001-07-12,38.4,,0.0,4,0.0,0.0,inf
2001-07-13,39.03,,0.0,4,0.0,0.0,inf
2001-07-16,39.52,,0.0,4,0.0,0.0,inf
2001-07-17,41.2,,0.0,4,0.0,0.0,inf
2001-07-18,40.5,,0.0,4,0.0,0.0,inf
2001-07-19,41.43,,0.0,4,0.0,0.0,inf
2001-07-20,40.55,,0.0,4,0.0,0.0,inf
2001-07-23,40.11,,0.0,4,0.0,0.0,inf
2001-07-24,40.0,,0.0,4,0.0,0.0,inf
2001-07-25,40.01,,0.0,4,0.0,0.0,inf
2001-07-26,40.0,,0.0,4,0.0,0.0,inf
2001-07-27,39.6,,0.0,4,0.0,0.0,inf
2001-07-30,39.6,,0.0,4,0.0,0.0,inf
2001-07-31,39.85,,0.0,4,0.0,0.0,inf
2001-08-01,40.16,,0.0,4,0.0,0.0,inf
2001-08-02,40.55,,0.0,4,0.0,0.0,inf
2001-08-03,39.75,,0.0,4,0.0,0.0,inf
2001-08-06,40.84,,0.0,4,0.0,0.0,inf
2001-08-07,41.65,,0.0,4,0.0,0.0,inf
2001-08-08,40.05,,0.0,4,0.0,0.0,inf
2001-08-09,40.46,,0.0,4,0.0,0.0,inf
2001-08-10,39.86,,0.0,4,0.0,0.0,inf
2001-08-13,39.75,,0.0,4,0.0,0.0,inf
2001-08-14,40.4,,0.0,4,0.0,0.0,inf
2001-08-15,39.4,,0.0,4,0.0,0.0,inf
2001-08-16,39.4,,0.0,4,0.0,0.0,inf
2001-08-17,38.75,,0.0,4,0.0,0.0,inf
2001-08-20,39.15,,0.0,4,0.0,0.0,inf
2001-08-21,39.15,,0.0,4,0.0,0.0,inf
2001-08-22,38.95,,0.0,4,0.0,0.0,inf
2001-08-23,38.95,,0.0,4,0.0,0.0,inf
